vpdmfId	journalTitle	nlmId	abbr	ISSN
9692	Seminars in dialysis	8911629	Semin Dial	0894-0959
9693	BJOG : an international journal of obstetrics and gynaecology	100935741	BJOG	1470-0328
9694	Freshwater biology	100940627	Freshw. Biol.	0046-5070
9695	Chemistry (Weinheim an der Bergstrasse, Germany)	9513783	Chemistry	0947-6539
9696	Nursing times. Nursing homes	100890994	Nurs Times Nurs Homes	XXXX-XXXX
9697	Dong wu xue bao. [Acta zoologica Sinica]	0032151	Dong Wu Xue Bao	0001-7302
9698	Skin therapy letter	9891441	Skin Therapy Lett.	1201-5989
9699	The AIDS reader	9206753	AIDS Read	1053-0894
9700	Animal science papers and reports / Polish Academy of Sciences Institute of Genetics and Animal Breeding, Jastrzebiec	100941780	Anim. Sci. Pap. Rep.	0860-4037
9701	Gynecologie, obstetrique & fertilite	100936305	Gynecol Obstet Fertil	1297-9589
9702	The Brazilian journal of infectious diseases : an official publication of the Brazilian Society of Infectious Diseases	9812937	Braz J Infect Dis	1413-8670
9703	Zi ran ke xue jin zhan	100942033	Zi Ran Ke Xue Jin Zhan	1002-008X
9704	Colloids and surfaces. B, Biointerfaces	9315133	Colloids Surf B Biointerfaces	0927-7765
9705	Joint, bone, spine : revue du rhumatisme	100938016	Joint Bone Spine	1297-319X
9706	AIHAJ : a journal for the science of occupational and environmental health and safety	100939625	AIHAJ	1529-8663
9707	Nucleosides, nucleotides & nucleic acids	100892832	Nucleosides Nucleotides Nucleic Acids	1525-7770
9708	Journal of midwifery & women's health	100909407	J Midwifery Womens Health	1526-9523
9709	Journal of endovascular therapy : an official journal of the International Society of Endovascular Specialists	100896915	J. Endovasc. Ther.	1526-6028
9710	Chirurgie de la main	100937750	Chir Main	1297-3203
9711	Hong Kong medical journal = Xianggang yi xue za zhi / Hong Kong Academy of Medicine	9512509	Hong Kong Med J	1024-2708
9712	Seminars in neonatology : SN	9606001	Semin Neonatol	1084-2756
9713	Doklady biological sciences : proceedings of the Academy of Sciences of the USSR, Biological sciences sections / translated from Russian	7505459	Dokl. Biol. Sci.	0012-4966
9714	Dissertationes botanicae	100953904	Diss. Bot.	0070-6728
9715	Bioelectrochemistry (Amsterdam, Netherlands)	100953583	Bioelectrochemistry	1567-5394
9716	Journal of health communication	9604100	J Health Commun	1081-0730
9717	Soil biology & biochemistry	0244736	Soil Biol. Biochem.	0038-0717
9718	Journal of biomolecular screening	9612112	J Biomol Screen	1087-0571
9719	The Cochrane database of systematic reviews	100909747	Cochrane Database Syst Rev	XXXX-XXXX
9720	Biomolecular engineering	100928062	Biomol. Eng.	1389-0344
9721	Bulletin of the American Museum of Natural History	9878607	Bull. Am. Mus. Nat. Hist.	0003-0090
9722	Biofouling	9200331	Biofouling	0892-7014
9723	Revue roumaine de virologie	7605718	Rev Roum Virol	0300-158X
9724	Die Infusionstherapie	7613113	Infusionstherapie	0301-3243
9725	Molecular plant pathology	100954969	Mol. Plant Pathol.	1464-6722
9726	Cellular microbiology	100883691	Cell. Microbiol.	1462-5814
9727	Phytopathologia mediterranea	100955461	Phytopathol. Mediterr.	0031-9465
9728	Documenta dell'Istituto italiano di idrobiologia. Istituto italiano di idrobiologia (Pallanza, Italy)	100955462	Doc. Ist. Ital. Idrobiol. Dott. Marco de Marchi	0393-8395
9729	Biochemical engineering journal	9891831	Biochem. Eng. J.	1369-703X
9730	International journal of salt lake research	100955534	Int. J. Salt Lake Res.	1037-0544
9731	Journal of nursing scholarship : an official publication of Sigma Theta Tau International Honor Society of Nursing / Sigma Theta Tau	100911591	J Nurs Scholarsh	1527-6546
9732	JONA'S healthcare law, ethics and regulation	100888423	JONAS Healthc Law Ethics Regul	1520-9229
9733	Folia zoologica	100955670	Folia Zool. Brno	0139-7893
9734	Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia	9433352	J Clin Neurosci	0967-5868
9735	Korean journal of entomology	100955951	Korean J. Entomology	1011-9493
9736	Han&#x02be;guk Ungyong Konch'ung Hakhoe chi = Korean journal of applied entomology	100955950	Hanguk Ungyong Konchung Hakhoe Chi	1225-0171
9737	Functional & integrative genomics	100939343	Funct. Integr. Genomics	1438-793X
9738	Crop protection (Guildford, Surrey)	9882988	Crop Prot.	0261-2194
9739	Assistenza infermieristica e ricerca : AIR	100901776	Assist Inferm Ric	1592-5986
9740	Journal of the International Academy of Periodontology	100888553	J Int Acad Periodontol	1466-2094
9741	Maryland medicine : MM : a publication of MEDCHI, the Maryland State Medical Society	100931679	Md Med	1538-2656
9742	Journal of veterinary medicine. A, Physiology, pathology, clinical medicine	100955112	J Vet Med A Physiol Pathol Clin Med	0931-184X
9743	Molecular urology	9709255	Mol Urol	1091-5362
9744	Boletin de la SEA	100957202	Bol. SEA	1134-6094
9745	Nephrology nursing journal : journal of the American Nephrology Nurses' Association	100909377	Nephrol Nurs J	1526-744X
9746	American Museum novitates	0261722	Am. Mus. Novit.	0003-0082
9747	African journal of herpetology : journal of the Herpetological Association of Africa	100957463	Afr. J. Herpetol.	2156-4574
9748	Medicare brief / National Academy of Social Insurance	100899263	Medicare Brief	XXXX-XXXX
9749	European food research and technology = Zeitschrift fur Lebensmittel-Untersuchung und -Forschung. A	100957634	Eur. Food Res. Technol.	1438-2377
9750	Bailliere's best practice & research. Clinical haematology	100900679	Baillieres Best Pract. Res. Clin. Haematol.	XXXX-XXXX
9751	Comparative medicine	100900466	Comp. Med.	1532-0820
9752	Pneumologia (Bucharest, Romania)	100941067	Pneumologia	2067-2993
9753	Nature immunology	100941354	Nat. Immunol.	1529-2908
9754	European journal of applied physiology	100954790	Eur. J. Appl. Physiol.	1439-6319
9755	Journal of veterinary medicine. B, Infectious diseases and veterinary public health	100955260	J. Vet. Med. B Infect. Dis. Vet. Public Health	0931-1793
9756	Current plant science and biotechnology in agriculture	100958065	Curr. Plant. Sci. Biotechnol. Agric.	0924-1949
9757	Sibirskii Ekologicheskii Zhurnal	9888585	Sibirskii Ekolog. Z.	0869-8627
9758	Advances in physiology education	100913944	Adv Physiol Educ	1043-4046
9759	In vitro & molecular toxicology	9808800	In Vitr Mol Toxicol	1097-9336
9760	Journal of bioscience and bioengineering	100888800	J. Biosci. Bioeng.	1389-1723
9761	International journal of sport nutrition and exercise metabolism	100939812	Int J Sport Nutr Exerc Metab	1526-484X
9762	Forschende Komplementarmedizin und klassische Naturheilkunde = Research in complementary and natural classical medicine	100958201	Forsch Komplementarmed Klass Naturheilkd	1424-7364
9763	Mouth (American Student Dental Association)	100939354	Mouth	1529-5044
9764	Journal of orthodontics	100957268	J Orthod	1465-3125
9765	MedGenMed : Medscape general medicine	100894134	MedGenMed	XXXX-XXXX
9766	Zhonghua Minguo shou yi xue hui za zhi Journal of the Chinese Society of Veterinary Science	100959125	Zhonghua Min Guo Shou Yi Xue Hui Za Zhi	0253-9179
9767	Symposium series (Society for Applied Microbiology)	100892834	Symp Ser Soc Appl Microbiol	1467-4734
9768	Environmental science & technology	0213155	Environ. Sci. Technol.	0013-936X
9769	Chinese journal of oceanology and limnology = Zhongguo hai yang hu zhao xue bao / edited by the Chinese Society of Oceanology and Limnology	100959313	Chin. J. Oceanol. Limnol.	0254-4059
9770	Alcohol research & health : the journal of the National Institute on Alcohol Abuse and Alcoholism	100900708	Alcohol Res Health	1535-7414
9771	The Case manager	9305123	Case Manager	1061-9259
9772	CIN plus	100883848	CIN Plus	1098-7126
9773	Down's syndrome, research and practice : the journal of the Sarah Duffen Centre / University of Portsmouth	9508122	Downs Syndr Res Pract	0968-7912
9774	Boletin de sanidad vegetal, plagas	100959729	Bol. Sanid. Veg., Plagas	0213-6910
9775	Nursing & health sciences	100891857	Nurs Health Sci	1441-0745
9776	School nurse news	100956395	School Nurse News	1080-7543
9777	Food microbiology	8601127	Food Microbiol.	0740-0020
9778	Klinicheskaia khirurgiia	0376360	Klin Khir	XXXX-XXXX
9779	Anesthesiology clinics of North America	8810131	Anesthesiol Clin North America	0889-8537
9780	Applied immunohistochemistry & molecular morphology : AIMM / official publication of the Society for Applied Immunohistochemistry	100888796	Appl. Immunohistochem. Mol. Morphol.	1541-2016
9781	Archives of facial plastic surgery	100883500	Arch Facial Plast Surg	1521-2491
9782	Epileptic disorders : international epilepsy journal with videotape	100891853	Epileptic Disord	1294-9361
9783	Ernst Schering Research Foundation workshop	9422786	Ernst Schering Res. Found. Workshop	0947-6075
9784	Health communication	8908762	Health Commun	1041-0236
9785	Journal of agricultural safety and health	9613956	J Agric Saf Health	1074-7583
9786	Journal of biomedical optics	9605853	J Biomed Opt	1083-3668
9787	Journal of experimental psychology. Applied	9507618	J Exp Psychol Appl	1076-898X
9788	Journal of pharmacy & pharmaceutical sciences : a publication of the Canadian Society for Pharmaceutical Sciences, Societe canadienne des sciences pharmaceutiques	9807281	J Pharm Pharm Sci	XXXX-XXXX
9789	Logopedics, phoniatrics, vocology	9617311	Logoped Phoniatr Vocol	1401-5439
9790	Medicine, health care, and philosophy	9815900	Med Health Care Philos	1386-7423
9791	Mental retardation and developmental disabilities research reviews	9517974	Ment Retard Dev Disabil Res Rev	1080-4013
9792	Metabolic engineering	9815657	Metab. Eng.	1096-7176
9793	Molecular therapy : the journal of the American Society of Gene Therapy	100890581	Mol. Ther.	1525-0016
9794	Neural networks : the official journal of the International Neural Network Society	8805018	Neural Netw	0893-6080
9795	Neuropathology : official journal of the Japanese Society of Neuropathology	9606526	Neuropathology	0919-6544
9796	Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco	9815751	Nicotine Tob. Res.	1462-2203
9797	Paediatric drugs	100883685	Paediatr Drugs	1174-5878
9798	Pituitary	9814578	Pituitary	1386-341X
9799	Platelets	9208117	Platelets	0953-7104
9800	Psychological methods	9606928	Psychol Methods	1082-989X
9801	Child neuropsychology : a journal on normal and abnormal development in childhood and adolescence	9512515	Child Neuropsychol	0929-7049
9802	Bailliere's best practice & research. Clinical endocrinology & metabolism	100957144	Baillieres Best Pract Res Clin Endocrinol Metab	XXXX-XXXX
9803	Cultural diversity & ethnic minority psychology	100956435	Cultur Divers Ethnic Minor Psychol	1099-9809
9804	Acta paediatrica Taiwanica = Taiwan er ke yi xue hui za zhi	100958202	Acta Paediatr Taiwan	1608-8115
9805	Medycyna wieku rozwojowego	100928610	Med Wieku Rozwoj	XXXX-XXXX
9806	AIDS & public policy journal	8708548	AIDS Public Policy J	0887-3852
9807	Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi	100956211	J Microbiol Immunol Infect	1684-1182
9808	Zhonghua shen jing ke za zhi = Chinese journal of neurology	9616315	Zhonghua Shen Jing Ge Za Zhi	1006-7876
9809	Issue Brief (Public Policy Institute (American Association of Retired Persons))	100898603	Issue Brief (Public Policy Inst (Am Assoc Retired Pers))	1063-3189
9810	Entomologia Sinica = Zhongguo kun chong xue	100961407	Entomol. Sin.	1005-295X
9811	Journal of physiological anthropology and applied human science	100930389	J Physiol Anthropol Appl Human Sci	1345-3475
9812	Australian orchid review	100961602	Aust. Orchid Rev.	0045-0782
9813	The Kaohsiung journal of medical sciences	100960562	Kaohsiung J. Med. Sci.	1607-551X
9814	Journal of toxicology and environmental health. Part A	100960995	J. Toxicol. Environ. Health Part A	1528-7394
9815	Early pregnancy (Online)	100940263	Early Pregnancy	XXXX-XXXX
9816	Journal of acquired immune deficiency syndromes (1999)	100892005	J. Acquir. Immune Defic. Syndr.	1525-4135
9817	Clinical & experimental ophthalmology	100896531	Clin. Experiment. Ophthalmol.	1442-6404
9818	Progress in transplantation (Aliso Viejo, Calif.)	100909380	Prog Transplant	1526-9248
9819	Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology	100959175	Neurol. Sci.	1590-1874
9820	Journal of marine research	100962124	J. Mar. Res.	0022-2402
9821	Algae (Korean Phycological Society)	100962353	Algae	1226-2617
9822	Journal of tropical agriculture and food science	100962355	J. Trop. Agric. Food Sci.	1394-9829
9823	Ekologia (Cssr)	9883256	Ekol. CSSR	0231-7044
9824	Journal of natural history	100962680	J. Nat. Hist.	0022-2933
9825	Current gastroenterology reports	100888896	Curr Gastroenterol Rep	1522-8037
9826	Current hypertension reports	100888982	Curr. Hypertens. Rep.	1522-6417
9827	Current cardiology reports	100888969	Curr Cardiol Rep	1523-3782
9828	Current review of pain	9438797	Curr Rev Pain	1069-5850
9829	Journal of motor behavior	0236512	J Mot Behav	0022-2895
9830	International journal of hygiene and environmental health	100898843	Int J Hyg Environ Health	1438-4639
9831	Records of the Australian Museum	100962881	Rec. Aust. Mus.	0067-1975
9832	Journal of medical biography	9308895	J Med Biogr	0967-7720
9833	The journal of endocrine genetics : JEG	100887628	J. Endocr. Genet.	1565-012X
9834	Current drug metabolism	100960533	Curr. Drug Metab.	1389-2002
9835	Optometry (St. Louis, Mo.)	100912421	Optometry	1529-1839
9836	International maritime health	100958373	Int Marit Health	1641-9251
9837	Ancient biomolecules	9702516	Anc. Biomol.	1358-6122
9838	Isozyme Bulletin	9892008	Isozyme Bull.	0197-887X
9839	Food research international (Ottawa, Ont.)	9210143	Food Res. Int.	0963-9969
9840	Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver	100958385	Dig Liver Dis	1590-8658
9841	Blumea : tijdschrift voor de systematiek en de geografie der planten : a journal of plant taxonomy and plant geography	100963990	Blumea	0006-5196
9842	Physician performance & payment report	100927887	Physician Perform Paym Rep	1528-7378
9843	The mycologist	9882360	Mycologist	0269-915X
9844	Mitteilungen aus dem Museum fur Naturkunde in Berlin. Zoologische Reihe	100964458	Mitt. Mus. Naturkunde Berl., Zoolog. Reihe	1435-1935
9845	The journal of the Torrey Botanical Society	9891648	J. Torrey Bot. Soc.	1095-5674
9846	Ai zheng = Aizheng = Chinese journal of cancer	9424852	Ai Zheng	XXXX-XXXX
9847	Biotecnologia ciencia & desenvolvimento	100964910	Biotecnolog. Cienc. Desenvolv.	1414-4522
9848	BMC bioinformatics	100965194	BMC Bioinformatics	XXXX-XXXX
9849	BMC genomics	100965258	BMC Genomics	XXXX-XXXX
9850	BMC biochemistry	101084098	BMC Biochem.	XXXX-XXXX
9851	Genome informatics. Workshop on Genome Informatics	9717234	Genome Inform Ser Workshop Genome Inform	XXXX-XXXX
9852	Breast cancer (Tokyo, Japan)	100888201	Breast Cancer	1340-6868
9853	Contemporary topics in laboratory animal science / American Association for Laboratory Animal Science	9204153	Contemp Top Lab Anim Sci	1060-0558
9854	Journal of health, population, and nutrition	100959228	J Health Popul Nutr	1606-0997
9855	Healthcare foodservice magazine : the international trade publication for the healthcare foodservice industry	100954799	Healthc Foodserv Mag	XXXX-XXXX
9856	Clinical resource management	100955437	Clin Resour Manag	XXXX-XXXX
9857	British journal of perioperative nursing : the journal of the National Association of Theatre Nurses	100935999	Br J Perioper Nurs	1467-1026
9858	Gaojishu tongxun	100966059	Gaojishu Tongxun	1002-0470
9859	The Emu	100966015	Emu	0046-192X
9860	Annual meeting of the Florida State Horticultural Society. Florida State Horticultural Society. Meeting	9882859	Annu. Meet. Fla. State Hort. Soc.	0097-1219
9861	Zhong cao yao = Chinese traditional and herbal drugs	9421493	Zhong Cao Yao	0253-2670
9862	Autonomic neuroscience : basic & clinical	100909359	Auton Neurosci	1566-0702
9863	Doklady biophysics : proceedings of the Academy of Sciences of the USSR, Biophysics section / translated from Russian	7505460	Dokl Biophys	0012-4974
